id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jenis_wisatawan,jumlah_pengunjung,satuan,tahun
214,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,37912,ORANG,2017
215,32,JAWA BARAT,3201,KABUPATEN BOGOR,MANCANEGARA,34,ORANG,2018
216,32,JAWA BARAT,3201,KABUPATEN BOGOR,NUSANTARA,9362,ORANG,2018
217,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MANCANEGARA,30,ORANG,2018
218,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NUSANTARA,1494205,ORANG,2018
219,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MANCANEGARA,131413,ORANG,2018
220,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NUSANTARA,901852,ORANG,2018
221,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MANCANEGARA,11,ORANG,2018
222,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NUSANTARA,161000,ORANG,2018
223,32,JAWA BARAT,3205,KABUPATEN GARUT,MANCANEGARA,685,ORANG,2018
224,32,JAWA BARAT,3205,KABUPATEN GARUT,NUSANTARA,67897,ORANG,2018
225,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MANCANEGARA,3049,ORANG,2018
226,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NUSANTARA,35700,ORANG,2018
227,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MANCANEGARA,4,ORANG,2018
228,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NUSANTARA,110997,ORANG,2018
229,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MANCANEGARA,455,ORANG,2018
230,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NUSANTARA,338738,ORANG,2018
231,32,JAWA BARAT,3209,KABUPATEN CIREBON,MANCANEGARA,63414,ORANG,2018
232,32,JAWA BARAT,3209,KABUPATEN CIREBON,NUSANTARA,186779,ORANG,2018
233,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MANCANEGARA,12,ORANG,2018
234,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NUSANTARA,23260,ORANG,2018
235,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MANCANEGARA,17,ORANG,2018
236,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NUSANTARA,122419,ORANG,2018
237,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MANCANEGARA,19,ORANG,2018
238,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NUSANTARA,31632,ORANG,2018
239,32,JAWA BARAT,3213,KABUPATEN SUBANG,MANCANEGARA,22,ORANG,2018
240,32,JAWA BARAT,3213,KABUPATEN SUBANG,NUSANTARA,2482798,ORANG,2018
241,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MANCANEGARA,1594,ORANG,2018
242,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NUSANTARA,357349,ORANG,2018
243,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MANCANEGARA,6,ORANG,2018
244,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,316471,ORANG,2018
245,32,JAWA BARAT,3216,KABUPATEN BEKASI,MANCANEGARA,25,ORANG,2018
246,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,2043000,ORANG,2018
247,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MANCANEGARA,10,ORANG,2018
248,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,121788,ORANG,2018
249,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MANCANEGARA,701,ORANG,2018
250,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NUSANTARA,3578,ORANG,2018
251,32,JAWA BARAT,3271,KOTA BOGOR,MANCANEGARA,212269,ORANG,2018
252,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,8325,ORANG,2018
253,32,JAWA BARAT,3272,KOTA SUKABUMI,MANCANEGARA,10,ORANG,2018
254,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,200445,ORANG,2018
255,32,JAWA BARAT,3273,KOTA BANDUNG,MANCANEGARA,2176487,ORANG,2018
256,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,5864721,ORANG,2018
257,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,6492,ORANG,2018
258,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,214340,ORANG,2018
259,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,355,ORANG,2018
260,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,908450,ORANG,2018
261,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,25,ORANG,2018
262,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,34687,ORANG,2018
263,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,63,ORANG,2018
264,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,4194,ORANG,2018
265,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,235,ORANG,2018
266,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,228573,ORANG,2018
267,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,10,ORANG,2018
268,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,38007,ORANG,2018
269,32,JAWA BARAT,3201,KABUPATEN BOGOR,MANCANEGARA,0,ORANG,2019
270,32,JAWA BARAT,3201,KABUPATEN BOGOR,NUSANTARA,0,ORANG,2019
271,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MANCANEGARA,25113,ORANG,2019
272,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NUSANTARA,788629,ORANG,2019
273,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MANCANEGARA,37847,ORANG,2019
274,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NUSANTARA,378771,ORANG,2019
275,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MANCANEGARA,10771,ORANG,2019
276,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NUSANTARA,78546,ORANG,2019
277,32,JAWA BARAT,3205,KABUPATEN GARUT,MANCANEGARA,35848,ORANG,2019
278,32,JAWA BARAT,3205,KABUPATEN GARUT,NUSANTARA,34568,ORANG,2019
279,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MANCANEGARA,1230,ORANG,2019
280,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NUSANTARA,36400,ORANG,2019
281,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MANCANEGARA,3,ORANG,2019
282,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NUSANTARA,44564,ORANG,2019
283,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MANCANEGARA,10,ORANG,2019
284,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NUSANTARA,69098,ORANG,2019
285,32,JAWA BARAT,3209,KABUPATEN CIREBON,MANCANEGARA,2085,ORANG,2019
286,32,JAWA BARAT,3209,KABUPATEN CIREBON,NUSANTARA,193315,ORANG,2019
287,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MANCANEGARA,271,ORANG,2019
288,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NUSANTARA,2043,ORANG,2019
289,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MANCANEGARA,0,ORANG,2019
290,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NUSANTARA,7187,ORANG,2019
291,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MANCANEGARA,72,ORANG,2019
292,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NUSANTARA,71008,ORANG,2019
293,32,JAWA BARAT,3213,KABUPATEN SUBANG,MANCANEGARA,0,ORANG,2019
294,32,JAWA BARAT,3213,KABUPATEN SUBANG,NUSANTARA,213442,ORANG,2019
295,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MANCANEGARA,15563,ORANG,2019
296,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NUSANTARA,111609,ORANG,2019
297,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MANCANEGARA,127319,ORANG,2019
298,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,498963,ORANG,2019
299,32,JAWA BARAT,3216,KABUPATEN BEKASI,MANCANEGARA,0,ORANG,2019
300,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,2083860,ORANG,2019
301,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MANCANEGARA,6046,ORANG,2019
302,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,70868,ORANG,2019
303,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MANCANEGARA,0,ORANG,2019
304,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NUSANTARA,0,ORANG,2019
305,32,JAWA BARAT,3271,KOTA BOGOR,MANCANEGARA,244109,ORANG,2019
306,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,4960343,ORANG,2019
307,32,JAWA BARAT,3272,KOTA SUKABUMI,MANCANEGARA,0,ORANG,2019
308,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,0,ORANG,2019
309,32,JAWA BARAT,3273,KOTA BANDUNG,MANCANEGARA,2447064,ORANG,2019
310,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,5964000,ORANG,2019
311,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,96420,ORANG,2019
312,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,731405,ORANG,2019
313,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,51766,ORANG,2019
314,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,925657,ORANG,2019
315,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,0,ORANG,2019
316,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,303,ORANG,2019
317,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,389,ORANG,2019
318,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,27767,ORANG,2019
319,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,102,ORANG,2019
320,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,555521,ORANG,2019
321,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,33,ORANG,2019
322,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,34263,ORANG,2019
323,32,JAWA BARAT,3201,KABUPATEN BOGOR,MANCANEGARA,0,ORANG,2020
324,32,JAWA BARAT,3201,KABUPATEN BOGOR,NUSANTARA,0,ORANG,2020
325,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MANCANEGARA,164,ORANG,2020
326,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NUSANTARA,680942,ORANG,2020
327,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MANCANEGARA,13114,ORANG,2020
328,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NUSANTARA,412493,ORANG,2020
329,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MANCANEGARA,4588,ORANG,2020
330,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NUSANTARA,141417,ORANG,2020
331,32,JAWA BARAT,3205,KABUPATEN GARUT,MANCANEGARA,94,ORANG,2020
332,32,JAWA BARAT,3205,KABUPATEN GARUT,NUSANTARA,2697,ORANG,2020
333,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MANCANEGARA,116,ORANG,2020
334,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NUSANTARA,341,ORANG,2020
335,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MANCANEGARA,0,ORANG,2020
336,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NUSANTARA,35134,ORANG,2020
337,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MANCANEGARA,22,ORANG,2020
338,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NUSANTARA,198519,ORANG,2020
339,32,JAWA BARAT,3209,KABUPATEN CIREBON,MANCANEGARA,1216,ORANG,2020
340,32,JAWA BARAT,3209,KABUPATEN CIREBON,NUSANTARA,105737,ORANG,2020
341,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MANCANEGARA,0,ORANG,2020
342,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NUSANTARA,3016,ORANG,2020
343,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MANCANEGARA,24,ORANG,2020
344,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NUSANTARA,4926,ORANG,2020
345,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MANCANEGARA,1,ORANG,2020
346,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NUSANTARA,19787,ORANG,2020
347,32,JAWA BARAT,3213,KABUPATEN SUBANG,MANCANEGARA,238,ORANG,2020
348,32,JAWA BARAT,3213,KABUPATEN SUBANG,NUSANTARA,8307,ORANG,2020
349,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MANCANEGARA,7802,ORANG,2020
350,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NUSANTARA,127763,ORANG,2020
351,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MANCANEGARA,43055,ORANG,2020
352,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,267849,ORANG,2020
353,32,JAWA BARAT,3216,KABUPATEN BEKASI,MANCANEGARA,0,ORANG,2020
354,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,1699274,ORANG,2020
355,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MANCANEGARA,1254,ORANG,2020
356,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,648213,ORANG,2020
357,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MANCANEGARA,0,ORANG,2020
358,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NUSANTARA,0,ORANG,2020
359,32,JAWA BARAT,3271,KOTA BOGOR,MANCANEGARA,40684,ORANG,2020
360,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,2132948,ORANG,2020
361,32,JAWA BARAT,3272,KOTA SUKABUMI,MANCANEGARA,71,ORANG,2020
362,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,0,ORANG,2020
363,32,JAWA BARAT,3273,KOTA BANDUNG,MANCANEGARA,1633788,ORANG,2020
364,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,5665800,ORANG,2020
365,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,45304,ORANG,2020
366,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,281695,ORANG,2020
367,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,15598,ORANG,2020
368,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,387794,ORANG,2020
369,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,646,ORANG,2020
370,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,310493,ORANG,2020
371,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,62,ORANG,2020
372,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,17462,ORANG,2020
373,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,35,ORANG,2020
374,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,15724,ORANG,2020
375,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,9,ORANG,2020
376,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,6136,ORANG,2020
377,32,JAWA BARAT,3201,KABUPATEN BOGOR,MANCANEGARA,0,ORANG,2021
378,32,JAWA BARAT,3201,KABUPATEN BOGOR,NUSANTARA,4691066,ORANG,2021
379,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,MANCANEGARA,277,ORANG,2021
380,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,NUSANTARA,874089,ORANG,2021
381,32,JAWA BARAT,3203,KABUPATEN CIANJUR,MANCANEGARA,3546,ORANG,2021
382,32,JAWA BARAT,3203,KABUPATEN CIANJUR,NUSANTARA,668179,ORANG,2021
383,32,JAWA BARAT,3204,KABUPATEN BANDUNG,MANCANEGARA,0,ORANG,2021
384,32,JAWA BARAT,3204,KABUPATEN BANDUNG,NUSANTARA,265756,ORANG,2021
385,32,JAWA BARAT,3205,KABUPATEN GARUT,MANCANEGARA,0,ORANG,2021
386,32,JAWA BARAT,3205,KABUPATEN GARUT,NUSANTARA,22300,ORANG,2021
387,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,MANCANEGARA,0,ORANG,2021
388,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,NUSANTARA,6868,ORANG,2021
389,32,JAWA BARAT,3207,KABUPATEN CIAMIS,MANCANEGARA,1,ORANG,2021
390,32,JAWA BARAT,3207,KABUPATEN CIAMIS,NUSANTARA,56161,ORANG,2021
391,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,MANCANEGARA,13,ORANG,2021
392,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,NUSANTARA,275013,ORANG,2021
393,32,JAWA BARAT,3209,KABUPATEN CIREBON,MANCANEGARA,5200,ORANG,2021
394,32,JAWA BARAT,3209,KABUPATEN CIREBON,NUSANTARA,200268,ORANG,2021
395,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,MANCANEGARA,0,ORANG,2021
396,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,NUSANTARA,26343,ORANG,2021
397,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,MANCANEGARA,0,ORANG,2021
398,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,NUSANTARA,23670,ORANG,2021
399,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,MANCANEGARA,5,ORANG,2021
400,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,NUSANTARA,21172,ORANG,2021
401,32,JAWA BARAT,3213,KABUPATEN SUBANG,MANCANEGARA,0,ORANG,2021
402,32,JAWA BARAT,3213,KABUPATEN SUBANG,NUSANTARA,1140670,ORANG,2021
403,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,MANCANEGARA,5074,ORANG,2021
404,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,NUSANTARA,112509,ORANG,2021
405,32,JAWA BARAT,3215,KABUPATEN KARAWANG,MANCANEGARA,91674,ORANG,2021
406,32,JAWA BARAT,3215,KABUPATEN KARAWANG,NUSANTARA,431471,ORANG,2021
407,32,JAWA BARAT,3216,KABUPATEN BEKASI,MANCANEGARA,0,ORANG,2021
408,32,JAWA BARAT,3216,KABUPATEN BEKASI,NUSANTARA,3015231,ORANG,2021
409,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,MANCANEGARA,0,ORANG,2021
410,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,NUSANTARA,363463,ORANG,2021
411,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,MANCANEGARA,0,ORANG,2021
412,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,NUSANTARA,0,ORANG,2021
413,32,JAWA BARAT,3271,KOTA BOGOR,MANCANEGARA,42719,ORANG,2021
414,32,JAWA BARAT,3271,KOTA BOGOR,NUSANTARA,2388902,ORANG,2021
415,32,JAWA BARAT,3272,KOTA SUKABUMI,MANCANEGARA,94,ORANG,2021
416,32,JAWA BARAT,3272,KOTA SUKABUMI,NUSANTARA,185600,ORANG,2021
417,32,JAWA BARAT,3273,KOTA BANDUNG,MANCANEGARA,0,ORANG,2021
418,32,JAWA BARAT,3273,KOTA BANDUNG,NUSANTARA,2271798,ORANG,2021
419,32,JAWA BARAT,3274,KOTA CIREBON,MANCANEGARA,57995,ORANG,2021
420,32,JAWA BARAT,3274,KOTA CIREBON,NUSANTARA,540935,ORANG,2021
421,32,JAWA BARAT,3275,KOTA BEKASI,MANCANEGARA,9504,ORANG,2021
422,32,JAWA BARAT,3275,KOTA BEKASI,NUSANTARA,613164,ORANG,2021
423,32,JAWA BARAT,3276,KOTA DEPOK,MANCANEGARA,214,ORANG,2021
424,32,JAWA BARAT,3276,KOTA DEPOK,NUSANTARA,207473,ORANG,2021
425,32,JAWA BARAT,3277,KOTA CIMAHI,MANCANEGARA,0,ORANG,2021
426,32,JAWA BARAT,3277,KOTA CIMAHI,NUSANTARA,16326,ORANG,2021
427,32,JAWA BARAT,3278,KOTA TASIKMALAYA,MANCANEGARA,6,ORANG,2021
428,32,JAWA BARAT,3278,KOTA TASIKMALAYA,NUSANTARA,158762,ORANG,2021
429,32,JAWA BARAT,3279,KOTA BANJAR,MANCANEGARA,2,ORANG,2021
430,32,JAWA BARAT,3279,KOTA BANJAR,NUSANTARA,18080,ORANG,2021
